"filename", "language", "C++", "Makefile", "Markdown", "HTML", "Shell Script", "Python", "Properties", "C", "JavaScript", "Ruby", "JSON", "YAML", "Batch", "Lua", "CSS", "XML", "cmake", "XSL", "comment", "blank", "total"
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\hpa_hooks.c", "C", 0, 0, 0, 0, 0, 0, 0, -53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -64
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\hpdata.c", "C", 0, 0, 0, 0, 0, 0, 0, -203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -85, -38, -326
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\inspect.c", "C", 0, 0, 0, 0, 0, 0, 0, -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -78
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\jemalloc.c", "C", 0, 0, 0, 0, 0, 0, 0, -3329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -652, -505, -4486
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\jemalloc_cpp.cpp", "C++", -195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -48, -255
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\large.c", "C", 0, 0, 0, 0, 0, 0, 0, -239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -48, -323
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\log.c", "C", 0, 0, 0, 0, 0, 0, 0, -57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -10, -79
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\malloc_io.c", "C", 0, 0, 0, 0, 0, 0, 0, -587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58, -53, -698
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\mutex.c", "C", 0, 0, 0, 0, 0, 0, 0, -186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -26, -229
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\nstime.c", "C", 0, 0, 0, 0, 0, 0, 0, -220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -55, -290
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\pa.c", "C", 0, 0, 0, 0, 0, 0, 0, -227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -37, -278
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\pa_extra.c", "C", 0, 0, 0, 0, 0, 0, 0, -162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -22, -192
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\pac.c", "C", 0, 0, 0, 0, 0, 0, 0, -445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -77, -66, -588
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\pages.c", "C", 0, 0, 0, 0, 0, 0, 0, -638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -96, -91, -825
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\pai.c", "C", 0, 0, 0, 0, 0, 0, 0, -29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -32
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\peak_event.c", "C", 0, 0, 0, 0, 0, 0, 0, -61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -14, -83
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\prof.c", "C", 0, 0, 0, 0, 0, 0, 0, -571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -99, -120, -790
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\prof_data.c", "C", 0, 0, 0, 0, 0, 0, 0, -1037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -231, -180, -1448
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\prof_log.c", "C", 0, 0, 0, 0, 0, 0, 0, -533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -67, -118, -718
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\prof_recent.c", "C", 0, 0, 0, 0, 0, 0, 0, -457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -77, -67, -601
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\prof_stats.c", "C", 0, 0, 0, 0, 0, 0, 0, -49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -58
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\prof_sys.c", "C", 0, 0, 0, 0, 0, 0, 0, -543, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -39, -88, -670
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\psset.c", "C", 0, 0, 0, 0, 0, 0, 0, -280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -59, -47, -386
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\rtree.c", "C", 0, 0, 0, 0, 0, 0, 0, -210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -27, -262
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\safety_check.c", "C", 0, 0, 0, 0, 0, 0, 0, -29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -37
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\san.c", "C", 0, 0, 0, 0, 0, 0, 0, -156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -30, -209
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\san_bump.c", "C", 0, 0, 0, 0, 0, 0, 0, -83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17, -105
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\sc.c", "C", 0, 0, 0, 0, 0, 0, 0, -228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -56, -23, -307
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\sec.c", "C", 0, 0, 0, 0, 0, 0, 0, -314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -65, -44, -423
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\stats.c", "C", 0, 0, 0, 0, 0, 0, 0, -1626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -77, -271, -1974
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\sz.c", "C", 0, 0, 0, 0, 0, 0, 0, -83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -14, -115
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\tcache.c", "C", 0, 0, 0, 0, 0, 0, 0, -776, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -187, -139, -1102
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\test_hooks.c", "C", 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -3, -13
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\thread_event.c", "C", 0, 0, 0, 0, 0, 0, 0, -213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, -42, -344
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\ticker.c", "C", 0, 0, 0, 0, 0, 0, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -3, -33
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\ticker.py", "Python", 0, 0, 0, 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -3, -16
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\tsd.c", "C", 0, 0, 0, 0, 0, 0, 0, -400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -93, -57, -550
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\witness.c", "C", 0, 0, 0, 0, 0, 0, 0, -107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -15, -123
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\src\zone.c", "C", 0, 0, 0, 0, 0, 0, 0, -308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -96, -66, -470
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\analyze\prof_bias.c", "C", 0, 0, 0, 0, 0, 0, 0, -32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -7, -61
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\analyze\rand.c", "C", 0, 0, 0, 0, 0, 0, 0, -175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58, -44, -277
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\analyze\sizes.c", "C", 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -6, -54
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-alti.h", "C++", -99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -77, -11, -187
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params.h", "C++", -40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -81, -12, -133
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params11213.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params1279.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params132049.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params19937.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params216091.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params2281.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params4253.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params44497.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params607.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params86243.h", "C++", -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -5, -82
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-sse2.h", "C++", -79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -70, -9, -158
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT.h", "C++", -49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -83, -15, -147
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\arena_util.h", "C++", -133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -19, -156
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\bench.h", "C++", -49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -10, -61
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\bgthd.h", "C++", -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -3, -18
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\btalloc.h", "C++", -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -31
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\extent_hooks.h", "C++", -257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -26, -290
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\math.h", "C++", -224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -58, -25, -307
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\mq.h", "C++", -79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -3, -108
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\mtx.h", "C++", -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -3, -22
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\nbits.h", "C++", -107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -4, -112
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\san.h", "C++", -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -15
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\sleep.h", "C++", -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\test.h", "C++", -516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -63, -584
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\thd.h", "C++", -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -10
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\timer.h", "C++", -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -12
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\MALLOCX_ARENA.c", "C", 0, 0, 0, 0, 0, 0, 0, -55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -67
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\aligned_alloc.c", "C", 0, 0, 0, 0, 0, 0, 0, -126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -19, -158
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\allocated.c", "C", 0, 0, 0, 0, 0, 0, 0, -108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -16, -125
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\basic.cpp", "C++", -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4, -25
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\infallible_new_false.cpp", "C++", -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5, -24
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\infallible_new_false.sh", "Shell Script", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -9
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\infallible_new_true.cpp", "C++", -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -10, -68
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\infallible_new_true.sh", "Shell Script", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -9
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\extent.c", "C", 0, 0, 0, 0, 0, 0, 0, -243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -36, -288
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\extent.sh", "Shell Script", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -6
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\malloc.c", "C", 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -17
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\mallocx.c", "C", 0, 0, 0, 0, 0, 0, 0, -222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -35, -275
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\mallocx.sh", "Shell Script", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -6
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\overflow.c", "C", 0, 0, 0, 0, 0, 0, 0, -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -11, -60
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\posix_memalign.c", "C", 0, 0, 0, 0, 0, 0, 0, -109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -15, -129
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\rallocx.c", "C", 0, 0, 0, 0, 0, 0, 0, -245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -39, -309
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\sdallocx.c", "C", 0, 0, 0, 0, 0, 0, 0, -49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -56
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\slab_sizes.c", "C", 0, 0, 0, 0, 0, 0, 0, -57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -12, -81
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\slab_sizes.sh", "Shell Script", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -2, -5
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\smallocx.c", "C", 0, 0, 0, 0, 0, 0, 0, -255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -40, -313
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\smallocx.sh", "Shell Script", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -6
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\thread_arena.c", "C", 0, 0, 0, 0, 0, 0, 0, -69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -87
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\thread_tcache_enabled.c", "C", 0, 0, 0, 0, 0, 0, 0, -71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -16, -88
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\xallocx.c", "C", 0, 0, 0, 0, 0, 0, 0, -285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -73, -385
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\xallocx.sh", "Shell Script", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -6
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\SFMT.c", "C", 0, 0, 0, 0, 0, 0, 0, -441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -218, -61, -720
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\btalloc.c", "C", 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -7
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\btalloc_0.c", "C", 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\btalloc_1.c", "C", 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\math.c", "C", 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\mtx.c", "C", 0, 0, 0, 0, 0, 0, 0, -55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -62
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\sleep.c", "C", 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -4, -28
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\test.c", "C", 0, 0, 0, 0, 0, 0, 0, -180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -36, -235
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\thd.c", "C", 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -35
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\timer.c", "C", 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -9, -56
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\batch_alloc.c", "C", 0, 0, 0, 0, 0, 0, 0, -172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -199
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\fill_flush.c", "C", 0, 0, 0, 0, 0, 0, 0, -63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -10, -77
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\hookbench.c", "C", 0, 0, 0, 0, 0, 0, 0, -61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -12, -74
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\large_microbench.c", "C", 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -6, -34
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\mallctl.c", "C", 0, 0, 0, 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -12, -75
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\microbench.c", "C", 0, 0, 0, 0, 0, 0, 0, -109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -17, -127
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\SFMT.c", "C", 0, 0, 0, 0, 0, 0, 0, -1549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, -16, -1600
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\a0.c", "C", 0, 0, 0, 0, 0, 0, 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -17
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_decay.c", "C", 0, 0, 0, 0, 0, 0, 0, -334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -45, -58, -437
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_decay.sh", "Shell Script", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -4
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_reset.c", "C", 0, 0, 0, 0, 0, 0, 0, -285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -63, -362
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_reset_prof.c", "C", 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -5
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_reset_prof.sh", "Shell Script", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -4
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\atomic.c", "C", 0, 0, 0, 0, 0, 0, 0, -197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -18, -230
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\background_thread.c", "C", 0, 0, 0, 0, 0, 0, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -18, -119
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\background_thread_enable.c", "C", 0, 0, 0, 0, 0, 0, 0, -75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -14, -97
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\base.c", "C", 0, 0, 0, 0, 0, 0, 0, -221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -32, -266
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\batch_alloc.c", "C", 0, 0, 0, 0, 0, 0, 0, -163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -18, -190
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\batch_alloc.sh", "Shell Script", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -4
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\batch_alloc_prof.c", "C", 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\batch_alloc_prof.sh", "Shell Script", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -4
